title	types	title	types	title	types	title	types	title	tyoes	title	types	title	types	title	types	title	types	title	types	title	types	title	types	title	types	title	types
让子弹飞	剧情	出水芙蓉	喜剧	银河护卫队	动作	阳光情人	爱情					回归	悬疑	终结者	惊悚	活死人之夜	恐怖					疤面煞星	犯罪			X战警：逆转未来	冒险
看不见的客人	剧情	朝圣之路	喜剧	明日边缘	动作	命运的捉弄	爱情					群鸟	悬疑	汉尼拔	惊悚	悬崖上的野餐	恐怖					一个字头的诞生	犯罪			后天	冒险
七宗罪	剧情	海绵宝宝历险记	喜剧	猩球崛起	动作	三笑	爱情					骡子	悬疑	我是谁：没有绝对安全的系统	惊悚	鬼怪屋	恐怖					不良教育	犯罪			霍比特人1：意外之旅	冒险
本杰明·巴顿奇事	剧情	邦尼和琼	喜剧	加勒比海盗3：世界的尽头	动作	笔中情	爱情					白丝带	悬疑	黑社会	惊悚	凶兆	恐怖					猛龙过江	犯罪			加勒比海盗2：聚魂棺	冒险
西西里的美丽传说	剧情	马路天使	喜剧	黑衣人	动作	初恋	爱情					巴顿·芬克	悬疑	升级	惊悚	极度空间	恐怖					大佬	犯罪			冰川时代3	冒险
蝴蝶效应	剧情	二手狮王	喜剧	超人总动员	动作	寅次郎的故事1	爱情					妖夜慌踪	悬疑	生死时速	惊悚	时失2公里	恐怖					M就是凶手	犯罪			魔发奇缘	冒险
致命魔术	剧情	转转	喜剧	师父	动作	你的名字。	爱情					杀妻总动员	悬疑	国家公敌	惊悚	爱的肢解	恐怖					阳光下的罪恶	犯罪			马达加斯加3	冒险
沉默的羔羊	剧情	少爷	喜剧	我，机器人	动作	胭脂扣	爱情					睁开你的双眼	悬疑	未知死亡	惊悚	变蝇人	恐怖					缺席的人	犯罪			玩具总动员2	冒险
布达佩斯大饭店	剧情	狗脸的岁月	喜剧	罗拉快跑	动作	阿黛尔的生活	爱情							恐袭波士顿	惊悚	食人狂魔	恐怖					狂人皮埃罗	犯罪				
低俗小说	剧情	莫斯科不相信眼泪	喜剧	碟中谍	动作	相爱相亲	爱情							怒火救援	惊悚	哥斯拉	恐怖					尼罗河上的惨案	犯罪				
入殓师	剧情	午夜狂奔	喜剧	树大招风	动作	笑傲江湖2：东方不败	爱情							枪王	惊悚	鸡皮疙瘩NO.3	恐怖					黑道快餐店	犯罪				
心灵捕手	剧情	黑猫白猫	喜剧	蜘蛛侠：英雄远征	动作	美女与野兽	爱情							忠奸人	惊悚	死灵之书	恐怖					扒手	犯罪				
阳光灿烂的日子	剧情	意大利人在俄罗斯的奇遇	喜剧	孤胆特工	动作	最佳出价	爱情							群鸟	惊悚	勾魂慑魄	恐怖					蝙蝠侠：红影迷踪	犯罪				
阳光姐妹淘	剧情	广播时间	喜剧	空中监狱	动作	艺术家	爱情							骡子	惊悚	德古拉	恐怖					奏鸣曲	犯罪				
大鱼	剧情	心灵点滴	喜剧	终结者	动作	蓝白红三部曲之白	爱情							巴顿·芬克	惊悚	鸡皮疙瘩NO.6	恐怖					红圈	犯罪				
第六感	剧情	热带鱼	喜剧	勇敢者的游戏	动作	秋天的童话	爱情							妖夜慌踪	惊悚	魔域煞星	恐怖					野良犬	犯罪				
爱在黎明破晓前	剧情	仁心与冠冕	喜剧	黄飞鸿	动作	我的名字叫可汗	爱情							杀妻总动员	惊悚	不一样的妈妈	恐怖					通往绞刑架的电梯	犯罪				
请以你的名字呼唤我	剧情	谁来为我摘月亮	喜剧	升级	动作	喜福会	爱情							睁开你的双眼	惊悚	小丑回魂	恐怖					复仇在我	犯罪				
甜蜜蜜	剧情	稻草人	喜剧	生死时速	动作	茜茜公主2	爱情							造雨人	惊悚	死神来了2	恐怖					机动警察剧场版1	犯罪				
爱在日落黄昏时	剧情	一夜狂欢	喜剧	国家公敌	动作	祖与占	爱情							记住	惊悚	丧尸乐园	恐怖					有你我不怕	犯罪				
菊次郎的夏天	剧情	战地军魂	喜剧	星球大战前传1：幽灵的威胁	动作	精疲力尽	爱情							真实罗曼史	惊悚	咒怨2	恐怖					阳光下的罪恶	犯罪				
7号房的礼物	剧情	极乐同盟	喜剧	未知死亡	动作	借着雨点说爱你	爱情							亚特兰蒂斯之心	惊悚	寄宿学校	恐怖					小上校	犯罪				
萤火之森	剧情	君臣人子小命呜呼	喜剧	少林寺	动作	茜茜公主3	爱情							历劫佳人	惊悚	来自地狱	恐怖					驴子巴特萨	犯罪				
超脱	剧情	浪荡儿	喜剧	怒火救援	动作	精武门	爱情							窃听大阴谋	惊悚	变蝇人	恐怖					秘密花园	犯罪				
侧耳倾听	剧情	你逃我也逃	喜剧	枪王	动作	小姐与流浪汉	爱情							兰闺惊变	惊悚	猛鬼街	恐怖					德伯维尔家的苔丝	犯罪				
房间	剧情	高山上的世界杯	喜剧	天若有情	动作	秋天的故事	爱情							隐秘	惊悚	蝙蝠	恐怖					四海本色	犯罪				
纵横四海	剧情	命运的捉弄	喜剧	孤独的幸存者	动作	蚀	爱情							X圣治	惊悚	鬼打鬼	恐怖					福禄双霸天	犯罪				
荒蛮故事	剧情	史楚锡流浪记	喜剧	僵尸先生	动作	女友的男友	爱情							疾速备战	惊悚							焦点新闻	犯罪				
你看起来好像很好吃	剧情	待客之道	喜剧	爱国者	动作	一个男人和一个女人	爱情							下班后	惊悚							葬礼之后	犯罪				
一个叫欧维的男人决定去死	剧情	三笑	喜剧	少年菀得	动作	午后之爱	爱情							怒海沉尸	惊悚							悬崖山庄奇案	犯罪				
教父3	剧情	冰上轻驰	喜剧	佐罗	动作	日以作夜	爱情							黑巷少女	惊悚							被遗忘的人们	犯罪				
燃情岁月	剧情	初恋	喜剧	龙门客栈	动作	慕德家一夜	爱情							乌鸦	惊悚							高尔夫球场的疑云	犯罪				
罗生门	剧情	寅次郎的故事1	喜剧	天劫余生	动作	和平战士	爱情							火车上的男人	惊悚							马布斯博士的遗嘱	犯罪				
聚焦	剧情	抓壮丁	喜剧	蝙蝠侠：元年	动作	宝贝小情人	爱情							杀手·蝴蝶·梦	惊悚							绞死刑	犯罪				
爱在午夜降临前	剧情	与墨索里尼喝茶	喜剧	疾速备战	动作	双姝奇缘	爱情							危机最前线	惊悚							第二口气	犯罪				
魂断蓝桥	剧情	青青校树	喜剧	遥远的桥	动作	流浪者	爱情							不夜城	惊悚							命案目睹记	犯罪				
牯岭街少年杀人事件	剧情	王牌特工：特工学院	喜剧	少年泰坦出击电影版	动作	茜茜公主	爱情							猴子	惊悚							天才枪手	犯罪				
步履不停	剧情	功夫	喜剧	侠僧探案传奇之大夜叉	动作	探戈课	爱情							盗日者	惊悚							无人区	犯罪				
海洋之歌	剧情	疯狂的石头	喜剧	跳跃大搜查线：湾岸署史上最恶的3日间	动作	影迷	爱情							不可思议的收缩人	惊悚							杀死比尔	犯罪				
极速风流	剧情	我的个神啊	喜剧	血染雪山堡	动作	近松物语	爱情							萨尔瓦多	惊悚							老无所依	犯罪				
刺猬的优雅	剧情	钢的琴	喜剧	达摩祖师	动作	满城风雨	爱情							龙纹身的女孩	惊悚							飓风营救	犯罪				
横道世之介	剧情	白日梦想家	喜剧	独孤：倒回	动作	奥菲斯	爱情							大逃杀	惊悚							买凶拍人	犯罪				
相助	剧情	红猪	喜剧	太秦灯光下	动作	群众	爱情							天生杀人狂	惊悚							火柴人	犯罪				
赛德克·巴莱(上)：太阳旗	剧情	美女与野兽	喜剧	盗日者	动作	复仇之日	爱情							守法公民	惊悚							天才瑞普利	犯罪				
跳出我天地	剧情	麦兜·当当伴我心	喜剧	座头市物语	动作	初恋这件小事	爱情							放·逐	惊悚							堕落天使	犯罪				
坠入	剧情	艺术家	喜剧	摔角狂热 30	动作	爱乐之城	爱情							危情三日	惊悚							目击者之追凶	犯罪				
赛德克·巴莱(下)：彩虹桥	剧情	辛普森一家	喜剧	人斩	动作	秒速5厘米	爱情							狗咬狗	惊悚							菲利普船长	犯罪				
我能说	剧情	百变狸猫	喜剧	湄公河行动	动作	色，戒	爱情							蒙太奇	惊悚							虎胆龙威	犯罪				
奇爱博士	剧情	小羊肖恩	喜剧	功夫熊猫	动作	蓝色大门	爱情							亡命天涯	惊悚							西北偏北	犯罪				
悲情城市	剧情	蓝白红三部曲之白	喜剧	银河护卫队2	动作	假如爱有天意	爱情							死亡实验	惊悚							华尔街	犯罪				
战场上的快乐圣诞	剧情	杰出公民	喜剧	美国队长2	动作	她	爱情							深渊	惊悚							微不足道	犯罪				
乱	剧情	回到未来2	喜剧	功夫熊猫2	动作	爱在暹罗	爱情							不朽的园丁	惊悚							跛豪	犯罪				
莫里斯	剧情	三毛从军记	喜剧	疯狂的赛车	动作	曾经	爱情							夺魂索	惊悚							处刑人	犯罪				
城南旧事	剧情	顽主	喜剧	独立日	动作	赎罪	爱情							断线	惊悚							美国田园下的罪恶	犯罪				
奇迹	剧情	麦兜·我和我妈妈	喜剧	鹿鼎记	动作	卡罗尔	爱情							无声言证	惊悚							雌雄大盗	犯罪				
迷墙	剧情	偶滴神啊	喜剧	星际迷航2：暗黑无界	动作	万物理论	爱情							不准掉头	惊悚							喋血街头	犯罪				
黑客帝国动画版	剧情	贝利叶一家	喜剧	生化危机	动作	红高粱	爱情							疾走天堂	惊悚							赌城风云	犯罪				
交响情人梦 最终乐章 后篇	剧情	普罗旺斯的夏天	喜剧	暗杀	动作	八月迷情	爱情							贵妇失踪记	惊悚							男孩A	犯罪				
永远的三丁目的夕阳	剧情	五个扑水的少年	喜剧	星际迷航	动作	爱你，西蒙	爱情							人咬狗	惊悚							惊世狂花	犯罪				
追梦赤子心	剧情	心房客	喜剧	秘密特工	动作	家有喜事	爱情							猎人之夜	惊悚							追捕	犯罪				
童年往事	剧情	弗兰西丝·哈	喜剧	暴力街区	动作	巴黎，我爱你	爱情							城市英雄	惊悚							龙争虎斗	犯罪				
因父之名	剧情	契克	喜剧	天生杀人狂	动作	天生一对	爱情							冷酷祭典	惊悚							怒火青春	犯罪				
恐怖分子	剧情	完美陌生人(西班牙版)	喜剧	异形2	动作	面纱	爱情							射杀钢琴师	惊悚							怪宴	犯罪				
刺杀肯尼迪	剧情	家族之苦2	喜剧	危情三日	动作	当哈利遇到莎莉	爱情							本能反应	惊悚							绿头苍蝇	犯罪				
无间道(正序版)	剧情	小姐与流浪汉	喜剧	狗咬狗	动作	理智与情感	爱情							梦魇疯人院	惊悚							不法之徒	犯罪				
独立时代	剧情	资产阶级的审慎魅力	喜剧	乐高蝙蝠侠大电影	动作	初恋这首情歌	爱情							血洗鳄鱼仇	惊悚							永远的莉莉亚	犯罪				
变脸	剧情	红犬历险记	喜剧	囚室211	动作	谜一样的双眼	爱情							三幕悲剧	惊悚							神秘列车	犯罪				
金色池塘	剧情	子弹横飞百老汇	喜剧	座头市	动作	玫瑰人生	爱情							兰闺艳血	惊悚							钱	犯罪				
神探夏洛克：最后的誓言	剧情	小公主	喜剧	猎杀U-571	动作	两生花	爱情							中国轮盘	惊悚							骗徒臭事多	犯罪				
爱情短片	剧情	樱桃小丸子 真人版1	喜剧	亡命天涯	动作	金枝玉叶	爱情							烈血大风暴	惊悚							喜剧之王	犯罪				
巴里·林登	剧情	列宁格勒牛仔征美记	喜剧	刀	动作	永不妥协	爱情							眼线	惊悚							砂之器	犯罪				
邮差	剧情	轻松自由	喜剧	实尾岛	动作	小美人鱼	爱情							万能钥匙	惊悚							桃色血案	犯罪				
芬妮与亚历山大	剧情	女友的男友	喜剧	飞天小女警 剧场版	动作	苦月亮	爱情							迷雾	惊悚							煤气灯下	犯罪				
男孩与世界	剧情	蒲公英	喜剧	蝙蝠侠：突袭阿卡姆	动作	新不了情	爱情							无间道3：终极无间	惊悚							ABC谋杀案	犯罪				
鲁冰花	剧情	第八日	喜剧	洛奇3	动作	蝴蝶梦	爱情							杀死比尔2	惊悚							猎艳狂魔	犯罪				
豹	剧情	游戏规则	喜剧	新独臂刀	动作	金氏漂流记	爱情							心慌方	惊悚							哈姆雷特	犯罪				
亨利五世	剧情	我的舅舅	喜剧	野鹅敢死队	动作	那年夏天，宁静的海	爱情							狙击电话亭	惊悚							雾都孤儿	犯罪				
我的九月	剧情	日以作夜	喜剧	痛击	动作	自梳	爱情							十一罗汉	惊悚							天堂里的烦恼	犯罪				
夜	剧情	宝贝小情人	喜剧	大饭店	动作	上帝之国	爱情							电锯惊魂3	惊悚							潘多拉的魔盒	犯罪				
日出	剧情	给我一个爸	喜剧	飞出个未来大电影3：班德的游戏	动作	曼哈顿	爱情							流感	惊悚							伸张正义	犯罪				
十二怒汉	剧情	盗信情缘	喜剧	忠烈图	动作	本命年	爱情							锅匠，裁缝，士兵，间谍	惊悚							疤面人	犯罪				
麦秋	剧情	飞行器里的好小伙，或我是怎样花25小时11分从伦敦飞到巴黎	喜剧	血洗鳄鱼仇	动作	弗兰兹	爱情							黑社会2：以和为贵	惊悚							亚当的苹果	犯罪				
悲惨世界	剧情	双姝奇缘	喜剧	美丽拳王	动作	朱丽叶与梁山伯	爱情							裂缝	惊悚							蝙蝠侠超人大电影-最佳搭档	犯罪				
乌龟也会飞	剧情	意大利式离婚	喜剧	带子雄狼：出租孩子与武艺	动作	阿德尔曼夫妇	爱情							潜伏2	惊悚							牙医之死	犯罪				
陆上行舟	剧情	泯灭天使	喜剧	一代宗师	动作	十分钟年华老去：大提琴篇	爱情							卑劣的街头	惊悚							人生	犯罪				
牺牲	剧情	影迷	喜剧	荒野猎人	动作	狂人皮埃罗	爱情							冰血暴	惊悚							藏书室女尸之谜	犯罪				
鲸鱼马戏团	剧情	满城风雨	喜剧	食神	动作	苏菲的抉择	爱情							训练日	惊悚							浪淘沙	犯罪				
蝴蝶的舌头	剧情	五月碧云天	喜剧	金刚	动作	告别有情天	爱情							夜半歌声	惊悚							沉睡的谋杀案	犯罪				
相约星期二	剧情	小叛逆	喜剧	无间道3：终极无间	动作	我曾侍候过英国国王	爱情							走到尽头	惊悚							逍遥法外	犯罪				
寂静人生	剧情	工作	喜剧	超人总动员2	动作	春天的故事	爱情							战略特勤组	惊悚							白马酒店	犯罪				
秋天里的春光	剧情	善意的谎言	喜剧	杀死比尔2	动作	夏天的故事	爱情							移魂都市	惊悚							无双	犯罪				
鹳鸟踟蹰	剧情	七宗罪	喜剧	第五元素	动作	极地恋人	爱情							我要复仇	惊悚							风声	犯罪				
泥之河	剧情	一路上有你	喜剧	兰戈	动作	Jose与虎与鱼们	爱情							精英部队	惊悚							罗拉快跑	犯罪				
死期将至	剧情	去往蒙巴萨的单程票	喜剧	A计划	动作	宝莱坞生死恋	爱情							诈欺游戏 电影版	惊悚							树大招风	犯罪				
旅行	剧情	我的家人和其他动物	喜剧	黄飞鸿之三：狮王争霸	动作	巴菲的奇妙命运	爱情							辣手神探	惊悚							孤胆特工	犯罪				
木屐树	剧情	猫和老鼠：火星之旅	喜剧	黄飞鸿之二：男儿当自强	动作	愈爱愈美丽	爱情							血迷宫	惊悚												
剪刀手爱德华	剧情	味浓情更浓	喜剧	星球大战前传2：克隆人的进攻	动作	茶花女	爱情							星月童话	惊悚												
禁闭岛	剧情	欢愉	喜剧	热血高校2	动作	海滩的一天	爱情							金矿	惊悚												
消失的爱人	剧情	开麦拉狂想曲	喜剧	夺宝奇兵	动作	冬天的故事	爱情							火车怪客	惊悚												
喜剧之王	剧情	忍者小英雄	喜剧	卑劣的街头	动作	金玉盟	爱情							匿名者	惊悚												
三块广告牌	剧情	圣母街上的大人物	喜剧	笑傲江湖	动作	关山飞渡	爱情							怪房客	惊悚												
重庆森林	剧情	人间有情	喜剧	最后的武士	动作	遇人不熟	爱情							好人寥寥	惊悚												
血战钢锯岭	剧情	如此美好的一天	喜剧	走到尽头	动作	世界奇妙物语 电影特别篇	爱情							谜中谜	惊悚												
告白	剧情	初恋这件小事	喜剧	突袭2：暴徒	动作	吉屋出租	爱情							米勒的十字路口	惊悚												
致命ID	剧情	驴得水	喜剧	极恶非道	动作	丈夫、太太与情人	爱情							红潮风暴	惊悚												
断背山	剧情	西游记之大圣归来	喜剧	精英部队	动作	左右情缘	爱情							学校风云	惊悚												
小偷家族	剧情	调音师	喜剧	决战犹马镇	动作	巴贝特之宴	爱情																				
蝙蝠侠：黑暗骑士崛起	剧情	冰雪奇缘	喜剧	辣手神探	动作	朦胧的欲望	爱情																				
哈利·波特与死亡圣器(下)	剧情	九品芝麻官	喜剧	警戒结束	动作	今生情未了	爱情																				
岁月神偷	剧情	海底总动员	喜剧	冲锋队之怒火街头	动作	人生	爱情																				
恐怖直播	剧情	里约大冒险	喜剧	向日葵	动作	成为朱莉娅	爱情																				
幸福终点站	剧情	美食总动员	喜剧	斯巴达克斯	动作	瑞典女王	爱情																				
杀人回忆	剧情	玩具总动员	喜剧	正义联盟：战争	动作	德伯维尔家的苔丝	爱情																				
波西米亚狂想曲	剧情	阳光小美女	喜剧	红潮风暴	动作	飞出个未来大电影2：万背之兽	爱情																				
英雄本色	剧情	甲方乙方	喜剧	学校风云	动作	真爱永存	爱情																				
心迷宫	剧情	犬之岛	喜剧	终极细胞战	动作	卷毛头	爱情																				
萤火虫之墓	剧情	奇怪的她	喜剧	势不两立	动作	跨跃彩虹	爱情																				
雨人	剧情	家有喜事	喜剧	笑破铁幕	动作	草迷宫	爱情																				
达拉斯买家俱乐部	剧情	巴黎，我爱你	喜剧	省港旗兵4：地下通道	动作	爱无国界	爱情																				
海街日记	剧情	天生一对	喜剧	天与地	动作	伊豆舞女	爱情																				
大佛普拉斯	剧情	热血警探	喜剧			小妇人	爱情																				
浪潮	剧情	摄影机不要停！	喜剧			早春二月	爱情																				
可可西里	剧情	当哈利遇到莎莉	喜剧			失翼灵雀	爱情																				
一次别离	剧情	金枝玉叶	喜剧			春色一箩筐	爱情																				
梦之安魂曲	剧情	濑户内海	喜剧			秋雨	爱情																				
绿里奇迹	剧情	回到未来3	喜剧			随我婆娑	爱情																				
新世界	剧情	海鸥食堂	喜剧			卖花女	爱情																				
末路狂花	剧情	洗澡	喜剧			浮生狂想曲	爱情																				
枪火	剧情	大坏狐狸的故事	喜剧			船长二世	爱情																				
千钧一发	剧情	一个字头的诞生	喜剧			我的野蛮女友	爱情																				
碧海蓝天	剧情	率性而活	喜剧			午夜巴黎	爱情																				
东邪西毒：终极版	剧情	摇摆少女	喜剧			老男孩	爱情																				
赛德克·巴莱	剧情	猛龙过江	喜剧			言叶之庭	爱情																				
比海更深	剧情	魔幻时刻	喜剧			成为简·奥斯汀	爱情																				
洛城机密	剧情	曼哈顿	喜剧			独自等待	爱情																				
我在伊朗长大	剧情	地球之夜	喜剧			人鬼情未了	爱情																				
盲井	剧情	骄傲	喜剧			情人	爱情																				
我们俩	剧情	阳光姐妹淘	喜剧			丹麦女孩	爱情																				
中央车站	剧情	印式英语	喜剧			一树梨花压海棠	爱情																				
隐藏人物	剧情	触不可及(美版)	喜剧			堕落天使	爱情																				
莫扎特传	剧情	狂人皮埃罗	喜剧			无姓之人	爱情																				
蓝白红三部曲之红	剧情	黑道快餐店	喜剧			逆光飞翔	爱情																				
费城故事	剧情	我曾侍候过英国国王	喜剧			白雪公主和七个小矮人	爱情																				
沙漠之花	剧情	冥王星早餐	喜剧			心动	爱情																				
再见列宁	剧情	春天的故事	喜剧			现在去见你	爱情																				
四百击	剧情	奏鸣曲	喜剧			听到涛声	爱情																				
南极大冒险	剧情	巴菲的奇妙命运	喜剧			布拉格之恋	爱情																				
魔术师	剧情	愈爱愈美丽	喜剧			心之全蚀	爱情																				
精英部队2：大敌当前	剧情	黑炮事件	喜剧			成为约翰·马尔科维奇	爱情																				
共同警备区	剧情	行走距离	喜剧			我自己的爱达荷	爱情																				
帝国的毁灭	剧情	金玉盟	喜剧			仙履奇缘	爱情																				
斯隆女士	剧情	小孩不笨2	喜剧			纯真年代	爱情																				
弗里达	剧情	遇人不熟	喜剧			滚滚红尘	爱情																				
面子	剧情	美食家	喜剧			爱德华大夫	爱情																				
蓝风筝	剧情	世界奇妙物语 电影特别篇	喜剧			爱在记忆消逝前	爱情																				
铁拳男人	剧情	人生七部曲	喜剧			男孩A	爱情																				
野草莓	剧情	太太万岁	喜剧			爱，简单	爱情																				
骗中骗	剧情	孝子贤孙伺候着	喜剧			卡蜜儿·克劳岱尔	爱情																				
斯图尔特：倒带人生	剧情	沙漠妖姬	喜剧			爱的曝光	爱情																				
东京家族	剧情	喊山	喜剧			不夜城	爱情																				
日落大道	剧情	虎度门	喜剧			苹果酒屋法则	爱情																				
阿拉伯的劳伦斯	剧情	朦胧的欲望	喜剧			非常公寓	爱情																				
西伯利亚的理发师	剧情	爱与死	喜剧			夜间飞行	爱情																				
秋刀鱼之味	剧情	哈洛与慕德	喜剧			小倩	爱情																				
情枭的黎明	剧情	雏菊	喜剧			小妇人	爱情																				
桃色公寓	剧情	小上校	喜剧			红色小提琴	爱情																				
十月的天空	剧情	瓦嘉达	喜剧			鲁邦三世：卡里奥斯特罗城	爱情																				
过年	剧情	秘密花园	喜剧			奥兰多	爱情																				
暴雨将至	剧情	浮云世事	喜剧			谈谈情跳跳舞	爱情																				
黄昏的清兵卫	剧情	星际宝贝史迪奇	喜剧			去年在马里昂巴德	爱情																				
伦敦一家人	剧情	水仙女	喜剧			傲慢与偏见	爱情																				
总有一天	剧情	成为朱莉娅	喜剧			小曼哈顿	爱情																				
回归	剧情	与男孩同车	喜剧			情定日落桥	爱情																				
永远的三丁目的夕阳2	剧情	假期	喜剧			简单西蒙	爱情																				
假面	剧情	伦巴	喜剧			甜言蜜语	爱情																				
呼喊与细语	剧情	罗马风情画	喜剧			叶塞尼亚	爱情																				
晚春	剧情	飞出个未来大电影2：万背之兽	喜剧			红菱艳	爱情																				
理查二世	剧情	与安德烈晚餐	喜剧			奇异的恩典	爱情																				
椿三十郎	剧情	猫儿历险记	喜剧			早春二月	爱情																				
甜蜜的生活	剧情	福禄双霸天	喜剧			隐剑鬼爪	爱情																				
潜行者	剧情	布拉格狂想曲	喜剧			细雪	爱情																				
烈日灼人	剧情	无名英雄	喜剧			小说	爱情																				
爱犬的奇迹	剧情	亮眼睛	喜剧			为你钟情2	爱情																				
天堂的颜色	剧情	战场上的布谷鸟	喜剧			白色婚礼	爱情																				
记我的母亲	剧情	安东尼娅家族	喜剧			勇往直前	爱情																				
这里的黎明静悄悄	剧情	新局长到来之前	喜剧																								
冬之蝉	剧情	跳跳虎历险记	喜剧																								
亨利四世：第一部分	剧情	吝啬鬼	喜剧																								
罗密欧与朱丽叶	剧情	失翼灵雀	喜剧																								
高山下的花环	剧情	烟	喜剧																								
望乡	剧情	追火车日记	喜剧																								
恐惧的代价	剧情	随我婆娑	喜剧																								
阿玛柯德	剧情	圣·拉尔夫	喜剧																								
古畑任三郎 VS SMAP	剧情	卖花女	喜剧																								
史密斯先生到华盛顿	剧情	鸟，孤儿和愚人	喜剧																								
摇滚芭比	剧情	绅士的启示联盟	喜剧																								
倒扣的王牌	剧情	浮生狂想曲	喜剧																								
巴比龙	剧情	船长二世	喜剧																								
皱纹	剧情	我的野蛮女友	喜剧																								
楢山节考	剧情	小鬼当家	喜剧																								
圣女贞德蒙难记	剧情	国产凌凌漆	喜剧																								
神迹	剧情	冰川时代3	喜剧																								
街角的商店	剧情	独自等待	喜剧																								
党同伐异	剧情	魔发奇缘	喜剧																								
一九零零	剧情	马达加斯加3	喜剧																								
浮草	剧情	玩具总动员2	喜剧																								
铁达尼号沉没记	剧情	真实的谎言	喜剧																								
石榴的颜色	剧情	有话好好说	喜剧																								
生命是个奇迹	剧情	赌神	喜剧																								
小偷	剧情	买凶拍人	喜剧																								
指环王	剧情	火柴人	喜剧																								
魂断蓝桥	剧情	堕落天使	喜剧																								
凡尔杜先生	剧情	年轻气盛	喜剧																								
另一个故乡	剧情	南极料理人	喜剧																								
悲伤的贝拉多娜	剧情	杀戮	喜剧																								
爱丽丝城市漫游记	剧情	成为约翰·马尔科维奇	喜剧																								
生生长流	剧情	微不足道	喜剧																								
生命的舞动	剧情	小男孩	喜剧																								
天堂的孩子	剧情	101忠狗	喜剧																								
麻雀之歌	剧情	小鬼当街	喜剧																								
多桑	剧情	爱在记忆消逝前	喜剧																								
最卑贱的人	剧情	超级无敌掌门狗：人兔的诅咒	喜剧																								
卡斯帕尔·豪泽尔之谜	剧情	为黛西小姐开车	喜剧																								
舞台春秋	剧情	艾德·伍德	喜剧																								
莎乐美	剧情	爱的曝光	喜剧																								
让娜·迪尔曼	剧情	阿基里斯与龟	喜剧																								
五月的四天	剧情	小倩	喜剧																								
大河之歌	剧情	早餐俱乐部	喜剧																								
天伦之旅	剧情	半斤八两	喜剧																								
大树之歌	剧情	小小的白色谎言	喜剧																								
灵犬莱西	剧情	投靠女与出走男	喜剧																								
真爱至上	剧情	谈谈情跳跳舞	喜剧																								
记忆碎片	剧情	小曼哈顿	喜剧																								
东邪西毒	剧情	怪宴	喜剧																								
被解救的姜戈	剧情	穿越美国	喜剧																								
模仿游戏	剧情	我的一级兄弟	喜剧																								
花样年华	剧情	幸福的黄手帕	喜剧																								
完美陌生人	剧情	我们与驻在先生的700日战争	喜剧																								
爆裂鼓手	剧情	摩登保镖	喜剧																								
奇迹男孩	剧情	不法之徒	喜剧																								
海边的曼彻斯特	剧情	情定日落桥	喜剧																								
网络谜踪	剧情	神秘列车	喜剧																								
人工智能	剧情	简单西蒙	喜剧																								
穿越时空的少女	剧情	老人Z	喜剧																								
战争之王	剧情	宛如阿修罗	喜剧																								
至暗时刻	剧情	骗徒臭事多	喜剧																								
撞车	剧情	茶之味	喜剧																								
海盗电台	剧情	一年到头	喜剧																								
血钻	剧情	喜剧之王	喜剧																								
遗愿清单	剧情	二楼传来的歌声	喜剧																								
谁先爱上他的	剧情	大李小李和老李	喜剧																								
非常嫌疑犯	剧情	马达加斯加企鹅：行动	喜剧																								
荒野生存	剧情	你还活着	喜剧																								
卡萨布兰卡	剧情	丘奇先生	喜剧																								
叫我第一名	剧情	沙滩上的宝莲	喜剧																								
百万美元宝贝	剧情	逗阵儿	喜剧																								
大卫·戈尔的一生	剧情	幸福是一条温暖的毛毯	喜剧																								
廊桥遗梦	剧情	为所应为	喜剧																								
燕尾蝶	剧情	抢钱夫妻	喜剧																								
千年女优	剧情	心碎往事	喜剧																								
万箭穿心	剧情	双腿生风	喜剧																								
蝴蝶	剧情	严密监视的列车	喜剧																								
不一样的天空	剧情	举起金刚	喜剧																								
岁月的童话	剧情	欢乐谷	喜剧																								
如父如子	剧情	飞狗巴迪	喜剧																								
天水围的日与夜	剧情	秘密与谎言	喜剧																								
狼的孩子雨和雪	剧情	猎艳狂魔	喜剧																								
天伦之旅	剧情	无线电时代	喜剧																								
布达佩斯之恋	剧情	小孤星	喜剧																								
公民凯恩	剧情	战略大作战	喜剧																								
走出非洲	剧情	爱情我你他	喜剧																								
对她说	剧情	赤胆屠龙	喜剧																								
幸福的拉扎罗	剧情	飞出个未来大电影4：绿色狂想	喜剧																								
爱	剧情	找乐	喜剧																								
老爷车	剧情	天堂里的烦恼	喜剧																								
安妮·霍尔	剧情	波希米亚生活	喜剧																								
花火	剧情	爱的激流	喜剧																								
编舟记	剧情	亚当的苹果	喜剧																								
我们天上见	剧情	克罗地亚宪法	喜剧																								
恋恋风尘	剧情	葬礼	喜剧																								
热天午后	剧情	我的美国舅舅	喜剧																								
地雷区	剧情	甜蜜的永远	喜剧																								
内布拉斯加	剧情	大人别出声	喜剧																								
德州巴黎	剧情	三天兩夜	喜剧																								
洛奇	剧情	巴格达咖啡馆	喜剧																								
青之炎	剧情	寻爱之旅	喜剧																								
小城之春	剧情	只爱陌生人	喜剧																								
西部往事	剧情	他傻瓜谁聪明	喜剧																								
梦	剧情	锦上添花	喜剧																								
东京塔	剧情	航海家	喜剧																								
想飞的钢琴少年	剧情	告别昨日	喜剧																								
麻将	剧情	无名之辈	喜剧																								
